ticker,name,market,close,change_pct,marcap,per,pbr,eps,ma5,ma20,golden_cross,near_52w_high,volume_surge,per_ok,pbr_ok,foreign_consec,inst_turn,vol_ratio,pct_from_52w_high,momentum_20d,rsi,score,score_foreign_consec,score_inst_turn,score_volume_surge,score_golden_cross,score_near_52w_high,score_momentum_20d,score_per_score,score_pbr_score,score_eps_growth
008930,한미사이언스,KOSPI,56500.0,25.7,3864122575000.0,20.94,2.55,1731.0,47090.0,41870.0,True,True,True,True,True,5,False,9.912420977840249,-1.7391304347826086,59.1549295774648,87.5,74.1,20.0,0,15.0,10,9.130434782608695,10.0,5.082666666666666,4.9,0.0
028670,팬오션,KOSPI,6320.0,8.03,3378479315840.0,6.83,0.36,564.0,5998.0,5640.5,True,True,True,True,True,5,False,2.159009994668488,-4.242424242424243,20.610687022900763,74.7,68.4,20.0,0,8.692574960013662,10,7.878787878787879,10.0,7.1546666666666665,4.72,0.0
161890,한국콜마,KOSPI,143300.0,4.83,3382607534100.0,11.72,1.61,5299.0,135060.0,114735.0,True,True,False,True,True,5,False,0.6838930198844207,-0.4861111111111111,39.80487804878048,83.9,64.1,20.0,0,0.0,10,9.756944444444445,10.0,7.541333333333333,6.779999999999999,0.0
192820,코스맥스,KOSPI,286000.0,5.54,3245959574000.0,15.03,3.31,10843.0,260500.0,218880.0,True,True,False,True,True,5,False,1.3580904846903312,-0.6944444444444444,48.57142857142858,89.9,62.4,20.0,0,2.685678635177484,10,9.652777777777779,10.0,6.658666666666667,3.38,0.0
011200,HMM,KOSPI,22850.0,5.79,21552987614500.0,10.49,0.73,1955.0,22000.0,21275.0,True,True,True,True,True,5,False,1.8567474942660123,-8.41683366733467,10.653753026634384,64.8,60.9,20.0,0,6.425606206995092,10,5.791583166332666,5.326876513317192,7.8693333333333335,5.46,0.0
128940,한미약품,KOSPI,540000.0,29.96,6917935140000.0,34.15,4.59,13235.0,427000.0,388375.0,True,True,True,True,True,5,False,4.813037103551811,-16.537867078825347,38.2842509603073,89.1,59.1,20.0,0,15.0,10,1.7310664605873272,10.0,1.5600000000000005,0.8200000000000005,0.0
078930,GS,KOSPI,114600.0,-1.38,10645823727000.0,6.68,0.36,8434.0,116680.0,100825.0,True,True,False,True,True,5,False,0.6873684975514167,-5.601317957166392,25.109170305676855,78.6,59.0,20.0,0,0.0,10,7.199341021416804,10.0,7.1146666666666665,4.72,0.0
021240,코웨이,KOSPI,97500.0,1.67,6899824035000.0,10.15,1.7,8558.0,95360.0,94415.0,True,True,False,True,True,5,False,0.7305764977488088,-11.76470588235294,5.633802816901401,60.2,51.5,20.0,0,0.0,10,4.117647058823531,2.8169014084507005,7.96,6.6,0.0
005830,DB손해보험,KOSPI,180500.0,1.52,11822812994500.0,5.19,0.73,25263.0,181040.0,166205.0,True,True,False,True,True,5,False,0.7903161100886392,-15.654205607476634,10.465116279069765,68.1,49.6,20.0,0,0.0,10,2.1728971962616828,5.232558139534882,6.717333333333333,5.46,0.0
090430,아모레퍼시픽,KOSPI,139900.0,1.38,8183136984100.0,35.01,1.51,3413.0,135960.0,132980.0,True,True,False,True,True,5,False,0.7429176046701087,-17.218934911242602,13.279352226720654,64.1,46.3,20.0,0,0.0,10,1.3905325443786987,6.639676113360327,1.3306666666666676,6.9799999999999995,0.0
000810,삼성화재,KOSPI,636000.0,-3.78,28395792828000.0,12.21,0.99,40703.0,631600.0,627000.0,True,True,False,True,True,5,False,0.7255823847790878,-15.984147952443859,-1.3953488372092981,55.2,45.4,20.0,0,0.0,10,2.0079260237780705,0.0,7.410666666666667,5.98,0.0
