ticker,name,market,close,change_pct,marcap,per,pbr,eps,ma5,ma20,golden_cross,near_52w_high,volume_surge,per_ok,pbr_ok,foreign_consec,inst_turn,vol_ratio,pct_from_52w_high,momentum_20d,rsi,score,score_foreign_consec,score_inst_turn,score_volume_surge,score_golden_cross,score_near_52w_high,score_momentum_20d,score_per_score,score_pbr_score,score_eps_growth
000810,삼성화재,KOSPI,730000.0,13.88,32592655290000.0,12.21,0.99,40703.0,620800.0,555725.0,True,True,True,True,True,5,False,1.876009924819849,-3.5667107001321003,51.925078043704474,89.2,68.2,20.0,0,6.570074436148867,10,8.216644649933949,10.0,7.410666666666667,5.98,0.0
036930,주성엔지니어링,KOSDAQ GLOBAL,250500.0,27.22,11643520810500.0,36.68,2.14,755.0,208180.0,182440.0,True,True,True,True,True,5,False,2.163568044140882,-1.7647058823529411,96.31661442006269,66.7,64.4,20.0,0,8.726760331056617,10,9.117647058823529,10.0,0.8853333333333335,5.720000000000001,0.0
028260,삼성물산,KOSPI,535000.0,10.2,86759655835000.0,16.91,0.79,14165.0,461500.0,423775.0,True,True,True,True,True,5,False,1.546116207591319,-5.3097345132743365,42.47669773635152,67.9,63.2,20.0,0,4.095871556934893,10,7.345132743362832,10.0,6.157333333333334,5.58,0.0
032830,삼성생명,KOSPI,438000.0,-8.75,87600000000000.0,13.69,0.45,11514.0,414800.0,343575.0,True,True,True,True,True,5,False,1.7973482792385875,-9.690721649484537,46.97986577181208,72.6,63.1,20.0,0,5.980112094289407,10,5.154639175257731,10.0,7.016,4.8999999999999995,0.0
402340,SK스퀘어,KOSPI,1361000.0,1.11,179595363346000.0,5.54,1.76,66468.0,1286600.0,1172700.0,True,True,False,True,True,5,False,0.8202086943263672,-2.227011494252874,24.977043158861335,64.1,62.2,20.0,0,0.0,10,8.886494252873563,10.0,6.810666666666666,6.48,0.0
005930,삼성전자,KOSPI,351500.0,-2.5,2054966930712000.0,18.27,1.87,6564.0,335500.0,296450.0,True,True,False,True,True,5,False,0.9605626795616555,-5.0,32.14285714285714,69.1,59.6,20.0,0,0.0,10,7.5,10.0,5.794666666666666,6.26,0.0
034730,SK,KOSPI,668000.0,0.0,48431805604000.0,11.73,0.56,21863.0,666600.0,589050.0,True,True,False,True,True,5,False,0.7222845822705181,-7.093184979137692,28.46153846153847,69.4,59.1,20.0,0,0.0,10,6.453407510431154,10.0,7.538666666666667,5.12,0.0
012330,현대모비스,KOSPI,748000.0,-1.45,67867972084000.0,9.4,0.68,39682.0,744400.0,621650.0,True,True,False,True,True,5,False,0.6651008917382408,-9.002433090024331,72.94797687861272,61.2,58.7,20.0,0,0.0,10,5.4987834549878345,10.0,7.84,5.36,0.0
035420,NAVER,KOSPI,267500.0,-4.63,41963735080000.0,19.59,1.32,12376.0,251700.0,215670.0,True,True,False,True,True,5,False,1.296735380534601,-12.006578947368421,28.60576923076923,73.0,58.3,20.0,0,2.2255153540095067,10,3.99671052631579,10.0,5.442666666666667,6.640000000000001,0.0
161390,한국타이어앤테크놀로지,KOSPI,71800.0,2.87,8894229954200.0,6.63,0.59,8795.0,68020.0,63125.0,True,True,False,True,True,5,False,1.011449988708331,-8.418367346938775,20.67226890756302,80.7,58.2,20.0,0,0.0858749153124827,10,5.790816326530612,10.0,7.101333333333333,5.18,0.0
000660,SK하이닉스,KOSPI,2298000.0,-2.63,1637790034770000.0,11.04,3.73,58955.0,2328600.0,1978500.0,True,True,False,True,True,5,False,0.5921069793288305,-4.528458662235148,43.53529044347284,66.8,58.0,20.0,0,0.0,10,7.7357706688824255,10.0,7.722666666666667,2.54,0.0
005380,현대차,KOSPI,700000.0,-3.98,143330436200000.0,8.39,0.67,35331.0,715800.0,663900.0,True,True,False,True,True,5,False,0.4129947415702628,-10.600255427841635,27.27272727272727,48.7,57.6,20.0,0,0.0,10,4.699872286079183,10.0,7.570666666666667,5.34,0.0
036570,NC,KOSPI,289500.0,-14.35,6236994369000.0,12.58,1.16,16023.0,299400.0,272675.0,True,True,False,True,True,5,False,1.4705448153704384,-15.72052401746725,10.707456978967489,57.3,54.7,20.0,0,3.5290861152782877,10,2.139737991266375,5.3537284894837445,7.312,6.319999999999999,0.0
034220,LG디스플레이,KOSPI,16120.0,-3.42,8060000000000.0,26.09,0.89,453.0,15824.0,14197.5,True,True,False,True,True,5,False,0.5748939686396387,-10.194986072423399,26.332288401253923,58.0,54.4,20.0,0,0.0,10,4.9025069637883,10.0,3.7093333333333334,5.78,0.0
064400,LG씨엔에스,KOSPI,126400.0,-6.85,12246383827200.0,13.5,2.03,4548.0,121440.0,88540.0,True,True,False,True,True,5,False,0.8481743714698307,-17.54729288975864,88.65671641791045,69.9,54.2,20.0,0,0.0,10,1.2263535551206795,10.0,7.066666666666666,5.94,0.0
033780,KT&G,KOSPI,175800.0,-4.77,18249878164800.0,15.84,1.59,8973.0,182780.0,181030.0,True,True,False,True,True,5,False,1.2700197037164642,-7.473684210526316,0.22805017103761926,48.1,51.7,20.0,0,2.0251477778734817,10,6.263157894736842,0.11402508551880963,6.442666666666667,6.82,0.0
