ticker,name,market,close,change_pct,marcap,per,pbr,eps,ma5,ma20,golden_cross,near_52w_high,volume_surge,per_ok,pbr_ok,foreign_consec,inst_turn,vol_ratio,pct_from_52w_high,momentum_20d,rsi,score,score_foreign_consec,score_inst_turn,score_volume_surge,score_golden_cross,score_near_52w_high,score_momentum_20d,score_per_score,score_pbr_score,score_eps_growth
078930,GS,KOSPI,104100.0,0.21,9057310762500.0,6.68,0.36,8434.0,99320.0,90760.0,True,True,False,True,True,5,False,0.16569727119851257,-2.161654135338346,27.26161369193154,60.8,60.8,20.0,0,0.0,10,8.919172932330827,10.0,7.1146666666666665,4.72,0.0
271560,오리온,KOSPI,138500.0,-1.09,5375915168000.0,10.92,1.1,9680.0,137020.0,132125.0,True,True,False,True,True,5,False,0.0068198629721700115,-7.728181212524983,8.969315499606601,67.0,54.6,20.0,0,0.0,10,6.135909393737508,4.484657749803301,7.754666666666667,6.2,0.0
033780,KT&G,KOSPI,183200.0,-3.12,18675501034400.0,15.84,1.59,8973.0,184060.0,180405.0,True,True,False,True,True,5,False,0.023282563432104136,-4.781704781704782,6.202898550724645,54.1,54.0,20.0,0,0.0,10,7.609147609147609,3.1014492753623224,6.442666666666667,6.82,0.0
111770,영원무역,KOSPI,92600.0,0.22,4019050147600.0,7.36,0.85,11109.0,92440.0,88580.0,True,True,False,True,True,5,False,0.011286754302472153,-10.271317829457365,9.97624703087887,61.6,52.8,20.0,0,0.0,10,4.864341085271318,4.988123515439435,7.296,5.7,0.0
028670,팬오션,KOSPI,5860.0,-0.86,3089811779360.0,6.83,0.36,564.0,5872.0,5377.5,True,True,False,True,True,5,False,0.033672665489384884,-11.212121212121213,12.260536398467426,59.7,52.4,20.0,0,0.0,10,4.393939393939394,6.130268199233713,7.1546666666666665,4.72,0.0
021240,코웨이,KOSPI,100900.0,3.5,6906900777600.0,10.15,1.7,8558.0,97020.0,93690.0,True,True,False,True,True,5,False,0.05696446845454796,-9.910714285714285,5.433646812957149,74.1,52.3,20.0,0,0.0,10,5.044642857142858,2.7168234064785746,7.96,6.6,0.0
011200,HMM,KOSPI,21850.0,0.93,20421102050500.0,10.49,0.73,1955.0,21630.0,20852.5,True,True,False,True,True,5,False,0.02384051544576269,-12.424849699398797,8.70646766169154,57.8,51.5,20.0,0,0.0,10,3.7875751503006017,4.35323383084577,7.8693333333333335,5.46,0.0
008930,한미사이언스,KOSPI,46000.0,1.09,3159689610000.0,20.94,2.55,1731.0,45270.0,37415.0,True,True,False,True,True,5,False,0.012965656740961657,-17.117117117117118,42.19474497681608,86.5,51.4,20.0,0,0.0,10,1.4414414414414412,10.0,5.082666666666666,4.9,0.0
055550,신한지주,KOSPI,107500.0,-1.79,49057549975500.0,7.62,0.63,10085.0,107160.0,104225.0,True,True,False,True,True,5,False,0.0694391855659464,-5.119152691968226,0.18639328984155767,56.4,50.2,20.0,0,0.0,10,7.440423654015886,0.09319664492077884,7.365333333333333,5.26,0.0
138040,메리츠금융지주,KOSPI,126000.0,0.24,20717592397400.0,8.91,1.84,12698.0,125060.0,120520.0,True,True,False,True,True,5,False,0.016149511688535227,-15.887850467289718,7.784431137724557,61.7,50.0,20.0,0,0.0,10,2.0560747663551404,3.8922155688622784,7.709333333333333,6.319999999999999,0.0
316140,우리금융지주,KOSPI,34300.0,1.35,24609431251600.0,6.63,0.57,4221.0,33950.0,32455.0,True,True,False,True,True,5,False,0.024766254436773775,-17.349397590361445,9.584664536741204,67.2,48.4,20.0,0,0.0,10,1.325301204819278,4.792332268370602,7.101333333333333,5.14,0.0
086790,하나금융지주,KOSPI,130800.0,-2.07,35036761419600.0,6.67,0.57,14110.0,131380.0,129905.0,True,True,False,True,True,5,False,0.07088100691734057,-8.210526315789474,-4.385964912280704,50.4,48.1,20.0,0,0.0,10,5.894736842105263,0.0,7.112,5.14,0.0
032640,LG유플러스,KOSPI,15310.0,4.28,6616828341880.0,12.19,0.71,1208.0,15162.0,14813.5,True,True,False,True,True,5,False,0.016477305698973682,-18.56382978723404,7.816901408450705,58.3,47.5,20.0,0,0.0,10,0.7180851063829796,3.9084507042253525,7.416,5.42,0.0
090430,아모레퍼시픽,KOSPI,139300.0,1.1,8031055810700.0,35.01,1.51,3413.0,138400.0,127465.0,True,True,False,True,True,5,False,0.017985724308513525,-17.57396449704142,15.31456953642385,69.0,47.2,20.0,0,0.0,10,1.2130177514792906,7.657284768211925,1.3306666666666676,6.9799999999999995,0.0
003490,대한항공,KOSPI,26950.0,-0.74,9813080615650.0,10.68,0.76,2111.0,27020.0,26065.0,True,True,False,True,True,5,False,0.0314771846703295,-13.62179487179487,1.1257035647279645,58.2,47.1,20.0,0,0.0,10,3.1891025641025648,0.5628517823639823,7.818666666666667,5.5200000000000005,0.0
000810,삼성화재,KOSPI,655000.0,1.75,28619030193000.0,12.21,0.99,40703.0,643800.0,633850.0,True,True,False,True,True,5,False,0.02462663576678672,-13.474240422721268,-0.9077155824508298,54.2,46.7,20.0,0,0.0,10,3.2628797886393657,0.0,7.410666666666667,5.98,0.0
241560,두산밥캣,KOSPI,64000.0,-1.69,6115616947000.0,13.85,0.77,4168.0,64060.0,62570.0,True,True,False,True,True,5,False,0.0064900070902204066,-19.69887076537014,1.4263074484944571,39.5,43.4,20.0,0,0.0,10,0.1505646173149311,0.7131537242472286,6.973333333333334,5.539999999999999,0.0
